Symbol,Name,Market,YF_Ticker,CFICode,市場別,產業別,上市日
3522,御嵿,TPEx,3522.TWO,ESVUFR,上櫃,觀光餐旅,2007/10/15
3523,迎輝,TPEx,3523.TWO,ESVUFR,上櫃,光電業,2007/11/16
3526,凡甲,TPEx,3526.TWO,ESVUFR,上櫃,電子零組件業,2007/11/02
3527,聚積,TPEx,3527.TWO,ESVUFR,上櫃,半導體業,2007/10/29
3529,力旺,TPEx,3529.TWO,ESVUFR,上櫃,半導體業,2011/01/24
3531,先益,TPEx,3531.TWO,ESVUFR,上櫃,光電業,2008/04/08
3537,堡達,TPEx,3537.TWO,ESVUFR,上櫃,電子零組件業,2010/01/25
3540,曜越,TPEx,3540.TWO,ESVUFR,上櫃,電腦及週邊設備業,2007/12/12
3541,西柏,TPEx,3541.TWO,ESVUFR,上櫃,其他電子業,2009/12/22
3546,宇峻,TPEx,3546.TWO,ESVUFR,上櫃,文化創意業,2008/04/18
3548,兆利,TPEx,3548.TWO,ESVUFR,上櫃,電子零組件業,2008/03/27
3551,世禾,TPEx,3551.TWO,ESVUFR,上櫃,綠能環保,2008/04/15
3552,同致,TPEx,3552.TWO,ESVUFR,上櫃,其他電子業,2009/01/07
3555,博士旺,TPEx,3555.TWO,ESVUFR,上櫃,半導體業,2011/11/08
3556,禾瑞亞,TPEx,3556.TWO,ESVUFR,上櫃,半導體業,2008/04/15
3558,神準,TPEx,3558.TWO,ESVUFR,上櫃,通信網路業,2013/12/30
3564,其陽,TPEx,3564.TWO,ESVUFR,上櫃,通信網路業,2013/12/03
3567,逸昌,TPEx,3567.TWO,ESVUFR,上櫃,半導體業,2010/11/22
3570,大塚,TPEx,3570.TWO,ESVUFR,上櫃,資訊服務業,2008/10/23
3577,泓格,TPEx,3577.TWO,ESVUFR,上櫃,電腦及週邊設備業,2009/01/06
3580,友威科,TPEx,3580.TWO,ESVUFR,上櫃,其他電子業,2010/07/09
3581,博磊,TPEx,3581.TWO,ESVUFR,上櫃,半導體業,2015/01/20
3587,閎康,TPEx,3587.TWO,ESVUFR,上櫃,其他電子業,2009/08/18
3594,磐儀,TPEx,3594.TWO,ESVUFR,上櫃,電腦及週邊設備業,2013/05/07
3597,映興,TPEx,3597.TWO,ESVUFR,上櫃,電子零組件業,2020/03/09
3609,三一東林,TPEx,3609.TWO,ESVUFR,上櫃,電子零組件業,2011/01/11
3611,鼎翰,TPEx,3611.TWO,ESVUFR,上櫃,電腦及週邊設備業,2008/11/26
3615,安可,TPEx,3615.TWO,ESVUFR,上櫃,光電業,2009/04/15
3623,富晶通,TPEx,3623.TWO,ESVUFR,上櫃,光電業,2010/04/28
3624,光頡,TPEx,3624.TWO,ESVUFR,上櫃,電子零組件業,2011/03/16
3625,西勝,TPEx,3625.TWO,ESVUFR,上櫃,電腦及週邊設備業,2009/10/28
3628,盈正,TPEx,3628.TWO,ESVUFR,上櫃,其他電子業,2010/09/09
3629,地心引力,TPEx,3629.TWO,ESVUFR,上櫃,文化創意業,2020/06/01
3630,新鉅科,TPEx,3630.TWO,ESVUFR,上櫃,光電業,2010/04/26
3631,晟楠,TPEx,3631.TWO,ESVUFR,上櫃,電子零組件業,2010/12/20
3632,研勤,TPEx,3632.TWO,ESVUFR,上櫃,通信網路業,2011/01/11
3646,艾恩特,TPEx,3646.TWO,ESVUFR,上櫃,電子零組件業,2012/03/27
3663,鑫科,TPEx,3663.TWO,ESVUFR,上櫃,其他電子業,2012/11/20
3664,安瑞-KY,TPEx,3664.TWO,ESVUFR,上櫃,通信網路業,2010/06/24
3666,光耀,TPEx,3666.TWO,ESVUFR,上櫃,光電業,2014/12/04
3672,康聯訊,TPEx,3672.TWO,ESVUFR,上櫃,通信網路業,2015/04/20
3675,德微,TPEx,3675.TWO,ESVUFR,上櫃,半導體業,2012/06/29
3680,家登,TPEx,3680.TWO,ESVUFR,上櫃,半導體業,2011/08/31
3684,榮昌,TPEx,3684.TWO,ESVUFR,上櫃,通信網路業,2014/03/28
3685,元創精密,TPEx,3685.TWO,ESVUFR,上櫃,電機機械,2010/12/08
3687,歐買尬,TPEx,3687.TWO,ESVUFR,上櫃,數位雲端,2020/06/01
3689,湧德,TPEx,3689.TWO,ESVUFR,上櫃,電子零組件業,2012/10/18
3691,碩禾,TPEx,3691.TWO,ESVUFR,上櫃,光電業,2010/11/18
3693,營邦,TPEx,3693.TWO,ESVUFR,上櫃,電腦及週邊設備業,2013/11/27
3707,漢磊,TPEx,3707.TWO,ESVUFR,上櫃,半導體業,2014/10/01
3709,鑫聯大投控,TPEx,3709.TWO,ESVUFR,上櫃,電腦及週邊設備業,1999/04/16
3710,連展投控,TPEx,3710.TWO,ESVUFR,上櫃,電子零組件業,2017/12/29
3713,新晶投控,TPEx,3713.TWO,ESVUFR,上櫃,綠能環保,2020/02/27
3718,中光電投控,TPEx,3718.TWO,ESVUFR,上櫃,光電業,1999/01/20
4102,永日,TPEx,4102.TWO,ESVUFR,上櫃,生技醫療業,2001/03/20
4105,東洋,TPEx,4105.TWO,ESVUFR,上櫃,生技醫療業,2001/09/27
4107,邦特,TPEx,4107.TWO,ESVUFR,上櫃,生技醫療業,2002/03/04
4109,加捷生醫,TPEx,4109.TWO,ESVUFR,上櫃,生技醫療業,2002/08/08
4111,濟生,TPEx,4111.TWO,ESVUFR,上櫃,生技醫療業,1999/03/06
4113,聯上,TPEx,4113.TWO,ESVUFR,上櫃,建材營造業,2003/07/22
4114,健喬,TPEx,4114.TWO,ESVUFR,上櫃,生技醫療業,2003/05/12
4116,明基醫,TPEx,4116.TWO,ESVUFR,上櫃,生技醫療業,2015/12/16
4120,友華,TPEx,4120.TWO,ESVUFR,上櫃,生技醫療業,2003/11/05
4121,優盛,TPEx,4121.TWO,ESVUFR,上櫃,生技醫療業,2003/07/25
4123,晟德,TPEx,4123.TWO,ESVUFR,上櫃,生技醫療業,2003/10/07
4126,太醫,TPEx,4126.TWO,ESVUFR,上櫃,生技醫療業,2004/02/09
4127,天良,TPEx,4127.TWO,ESVUFR,上櫃,生技醫療業,2005/07/29
4128,中天,TPEx,4128.TWO,ESVUFR,上櫃,生技醫療業,2006/06/09
4129,聯合,TPEx,4129.TWO,ESVUFR,上櫃,生技醫療業,2004/09/29
4131,浩泰,TPEx,4131.TWO,ESVUFR,上櫃,生技醫療業,2004/04/09
4138,曜亞,TPEx,4138.TWO,ESVUFR,上櫃,生技醫療業,2010/12/29
4139,馬光-KY,TPEx,4139.TWO,ESVUFR,上櫃,生技醫療業,2011/04/29
4147,中裕,TPEx,4147.TWO,ESVUFR,上櫃,生技醫療業,2015/11/23
4153,鈺緯,TPEx,4153.TWO,ESVUFR,上櫃,生技醫療業,2013/05/23
4154,樂威科-KY,TPEx,4154.TWO,ESVUFR,上櫃,其他業,2011/12/28
4157,太景*-KY,TPEx,4157.TWO,ESVUFR,上櫃,生技醫療業,2013/08/30
4160,訊聯基因,TPEx,4160.TWO,ESVUFR,上櫃,生技醫療業,2012/09/17
4161,聿新科,TPEx,4161.TWO,ESVUFR,上櫃,生技醫療業,2013/06/26
4162,智擎,TPEx,4162.TWO,ESVUFR,上櫃,生技醫療業,2012/09/18
4163,鐿鈦,TPEx,4163.TWO,ESVUFR,上櫃,生技醫療業,2012/11/15
4166,友霖,TPEx,4166.TWO,ESVUFR,上櫃,生技醫療業,2025/08/21
4167,松瑞藥,TPEx,4167.TWO,ESVUFR,上櫃,生技醫療業,2015/09/08
4168,醣聯,TPEx,4168.TWO,ESVUFR,上櫃,生技醫療業,2012/12/18
4171,瑞基,TPEx,4171.TWO,ESVUFR,上櫃,農業科技業,2018/03/28
4173,久裕,TPEx,4173.TWO,ESVUFR,上櫃,生技醫療業,2013/10/31
4174,浩鼎,TPEx,4174.TWO,ESVUFR,上櫃,生技醫療業,2015/03/23
4175,杏一,TPEx,4175.TWO,ESVUFR,上櫃,生技醫療業,2014/04/23
4183,福永生技,TPEx,4183.TWO,ESVUFR,上櫃,生技醫療業,2017/03/09
4188,安克,TPEx,4188.TWO,ESVUFR,上櫃,生技醫療業,2015/03/24
4192,杏國,TPEx,4192.TWO,ESVUFR,上櫃,生技醫療業,2014/10/28
4198,欣大健康,TPEx,4198.TWO,ESVUFR,上櫃,生技醫療業,2014/12/23
4205,中華食,TPEx,4205.TWO,ESVUFR,上櫃,食品工業,1999/01/31
4207,環泰,TPEx,4207.TWO,ESVUFR,上櫃,食品工業,2000/01/21
4303,信立,TPEx,4303.TWO,ESVUFR,上櫃,塑膠工業,1999/03/10
4304,勝昱,TPEx,4304.TWO,ESVUFR,上櫃,塑膠工業,2000/01/27
4305,世坤,TPEx,4305.TWO,ESVUFR,上櫃,塑膠工業,2000/09/28
4401,東隆興,TPEx,4401.TWO,ESVUFR,上櫃,紡織纖維,1996/05/09
4402,郡都開發,TPEx,4402.TWO,ESVUFR,上櫃,紡織纖維,1997/07/23
4406,新昕纖,TPEx,4406.TWO,ESVUFR,上櫃,紡織纖維,1999/01/14
4413,飛寶企業,TPEx,4413.TWO,ESVUFR,上櫃,紡織纖維,1999/07/29
4416,三圓,TPEx,4416.TWO,ESVUFR,上櫃,建材營造業,2000/05/06
4417,金洲,TPEx,4417.TWO,ESVUFR,上櫃,紡織纖維,2000/11/07
4419,皇家美食,TPEx,4419.TWO,ESVUFR,上櫃,觀光餐旅,2001/06/26
4420,光明,TPEx,4420.TWO,ESVUFR,上櫃,紡織纖維,2002/04/18
4430,耀億,TPEx,4430.TWO,ESVUFR,上櫃,其他業,2011/06/09
4432,銘旺實,TPEx,4432.TWO,ESVUFR,上櫃,紡織纖維,2012/11/26
4433,興采,TPEx,4433.TWO,ESVUFR,上櫃,紡織纖維,2014/11/03
4442,竣邦-KY,TPEx,4442.TWO,ESVUFR,上櫃,紡織纖維,2023/11/29
4502,健信,TPEx,4502.TWO,ESVUFR,上櫃,電機機械,1995/12/12
4503,金雨,TPEx,4503.TWO,ESVUFR,上櫃,電機機械,1996/12/19
4506,崇友,TPEx,4506.TWO,ESVUFR,上櫃,電機機械,1997/12/06
4510,高鋒,TPEx,4510.TWO,ESVUFR,上櫃,電機機械,1998/02/24
4513,福裕,TPEx,4513.TWO,ESVUFR,上櫃,電機機械,1998/03/25
4523,永彰,TPEx,4523.TWO,ESVUFR,上櫃,電機機械,1999/11/22
4527,方土霖,TPEx,4527.TWO,ESVUFR,上櫃,電機機械,2000/09/28
4528,江興鍛,TPEx,4528.TWO,ESVUFR,上櫃,電機機械,2001/02/12
4529,淳紳,TPEx,4529.TWO,ESVUFR,上櫃,其他業,2001/05/04
4530,天意能創,TPEx,4530.TWO,ESVUFR,上櫃,觀光餐旅,2001/04/30
4533,協易機,TPEx,4533.TWO,ESVUFR,上櫃,電機機械,2002/04/26
4534,慶騰,TPEx,4534.TWO,ESVUFR,上櫃,電機機械,2003/03/31
4535,至興,TPEx,4535.TWO,ESVUFR,上櫃,電機機械,2003/04/16
4538,大詠城,TPEx,4538.TWO,ESVUFR,上櫃,電機機械,2019/01/15
4541,晟田,TPEx,4541.TWO,ESVUFR,上櫃,其他業,2014/07/22
4542,科嶠,TPEx,4542.TWO,ESVUFR,上櫃,電子零組件業,2014/08/25
4543,萬在,TPEx,4543.TWO,ESVUFR,上櫃,電機機械,2016/03/15
4549,桓達,TPEx,4549.TWO,ESVUFR,上櫃,電機機械,2014/11/27
4550,長佳,TPEx,4550.TWO,ESVUFR,上櫃,電機機械,2015/03/18
4554,橙的,TPEx,4554.TWO,ESVUFR,上櫃,其他電子業,2016/08/05
4556,旭然,TPEx,4556.TWO,ESVUFR,上櫃,其他業,2015/12/22
4558,寶緯,TPEx,4558.TWO,ESVUFR,上櫃,電機機械,2022/03/17
4561,健椿,TPEx,4561.TWO,ESVUFR,上櫃,電機機械,2018/06/11
4563,百德,TPEx,4563.TWO,ESVUFR,上櫃,電機機械,2018/07/12
4568,科際精密,TPEx,4568.TWO,ESVUFR,上櫃,電機機械,2018/10/03
4577,達航科技,TPEx,4577.TWO,ESVUFR,上櫃,其他電子業,2022/06/14
4580,捷流閥業,TPEx,4580.TWO,ESVUFR,上櫃,電機機械,2020/01/06
4584,君帆,TPEx,4584.TWO,ESVUFR,上櫃,電機機械,2022/10/05
4609,唐鋒,TPEx,4609.TWO,ESVUFR,上櫃,居家生活,2000/05/19
4702,中美實,TPEx,4702.TWO,ESVUFR,上櫃,居家生活,1995/04/21
4706,大恭,TPEx,4706.TWO,ESVUFR,上櫃,化學工業,1998/04/17
4707,磐亞,TPEx,4707.TWO,ESVUFR,上櫃,化學工業,1998/05/20
4711,永純,TPEx,4711.TWO,ESVUFR,上櫃,化學工業,1999/02/24
4714,永捷,TPEx,4714.TWO,ESVUFR,上櫃,化學工業,2000/03/27
4716,大立,TPEx,4716.TWO,ESVUFR,上櫃,化學工業,2000/03/27
4721,美琪瑪,TPEx,4721.TWO,ESVUFR,上櫃,化學工業,2001/03/09
4726,永昕,TPEx,4726.TWO,ESVUFR,上櫃,生技醫療業,2013/12/25
4728,雙美,TPEx,4728.TWO,ESVUFR,上櫃,生技醫療業,2012/01/10
4729,熒茂,TPEx,4729.TWO,ESVUFR,上櫃,光電業,2009/02/24
4735,豪展,TPEx,4735.TWO,ESVUFR,上櫃,生技醫療業,2011/08/16
4741,泓瀚,TPEx,4741.TWO,ESVUFR,上櫃,化學工業,2017/09/26
4743,合一,TPEx,4743.TWO,ESVUFR,上櫃,生技醫療業,2011/09/23
4744,皇將,TPEx,4744.TWO,ESVUFR,上櫃,生技醫療業,2018/07/12
4745,合富-KY,TPEx,4745.TWO,ESVUFR,上櫃,生技醫療業,2013/01/30
4747,強生*,TPEx,4747.TWO,ESVUFR,上櫃,生技醫療業,2013/12/25
4749,新應材,TPEx,4749.TWO,ESVUFR,上櫃,半導體業,2025/01/17
4754,國碳科,TPEx,4754.TWO,ESVUFR,上櫃,化學工業,2016/09/28
4760,勤凱,TPEx,4760.TWO,ESVUFR,上櫃,其他電子業,2019/03/21
4767,誠泰科技,TPEx,4767.TWO,ESVUFR,上櫃,化學工業,2018/10/29
4768,晶呈科技,TPEx,4768.TWO,ESVUFR,上櫃,化學工業,2022/04/13
4772,台特化,TPEx,4772.TWO,ESVUFR,上櫃,化學工業,2024/09/20
4804,大略-KY,TPEx,4804.TWO,ESVUFR,上櫃,觀光餐旅,2015/12/04
4806,桂田文創,TPEx,4806.TWO,ESVUFR,上櫃,文化創意業,2016/03/09
4903,聯光通,TPEx,4903.TWO,ESVUFR,上櫃,通信網路業,2001/05/14
4905,台聯電,TPEx,4905.TWO,ESVUFR,上櫃,生技醫療業,2026/06/01
4907,富宇,TPEx,4907.TWO,ESVUFR,上櫃,建材營造業,2002/03/04
4908,前鼎,TPEx,4908.TWO,ESVUFR,上櫃,通信網路業,2002/02/27
4909,新復興,TPEx,4909.TWO,ESVUFR,上櫃,通信網路業,2002/11/28
4911,德英,TPEx,4911.TWO,ESVUFR,上櫃,生技醫療業,2011/03/21
4923,力士,TPEx,4923.TWO,ESVUFR,上櫃,半導體業,2022/03/14
4924,欣厚-KY,TPEx,4924.TWO,ESVUFR,上櫃,綠能環保,2011/10/18
4931,新盛力,TPEx,4931.TWO,ESVUFR,上櫃,電腦及週邊設備業,2019/09/17
4933,友輝,TPEx,4933.TWO,ESVUFR,上櫃,光電業,2010/05/04
4939,亞電,TPEx,4939.TWO,ESVUFR,上櫃,電子零組件業,2011/09/19
4946,辣椒,TPEx,4946.TWO,ESVUFR,上櫃,文化創意業,2011/06/10
4950,金耘國際,TPEx,4950.TWO,ESVUFR,上櫃,鋼鐵工業,2012/04/27
4951,精拓科,TPEx,4951.TWO,ESVUFR,上櫃,半導體業,2022/11/03
4953,緯致,TPEx,4953.TWO,ESVUFR,上櫃,資訊服務業,2026/07/30
4966,譜瑞-KY,TPEx,4966.TWO,ESVUFR,上櫃,半導體業,2011/09/13
4971,IET-KY,TPEx,4971.TWO,ESVUFR,上櫃,半導體業,2013/07/24
4972,湯石照明,TPEx,4972.TWO,ESVUFR,上櫃,光電業,2013/06/17
4973,廣穎,TPEx,4973.TWO,ESVUFR,上櫃,半導體業,2012/06/19
4974,亞泰,TPEx,4974.TWO,ESVUFR,上櫃,電子零組件業,2011/11/29
4979,華星光,TPEx,4979.TWO,ESVUFR,上櫃,通信網路業,2011/12/12
4991,環宇-KY,TPEx,4991.TWO,ESVUFR,上櫃,半導體業,2014/09/15
4995,晶達,TPEx,4995.TWO,ESVUFR,上櫃,光電業,2012/05/09
5009,榮剛,TPEx,5009.TWO,ESVUFR,上櫃,鋼鐵工業,1998/10/17
5011,久陽,TPEx,5011.TWO,ESVUFR,上櫃,鋼鐵工業,1999/05/06
5013,強新,TPEx,5013.TWO,ESVUFR,上櫃,鋼鐵工業,2000/05/08
5014,建錩,TPEx,5014.TWO,ESVUFR,上櫃,鋼鐵工業,2001/02/15
5015,華祺,TPEx,5015.TWO,ESVUFR,上櫃,鋼鐵工業,2000/12/15
5016,松和,TPEx,5016.TWO,ESVUFR,上櫃,鋼鐵工業,2001/03/05
5201,凱衛,TPEx,5201.TWO,ESVUFR,上櫃,資訊服務業,2000/10/12
5202,力新,TPEx,5202.TWO,ESVUFR,上櫃,資訊服務業,2000/10/18
5205,中茂,TPEx,5205.TWO,ESVUFR,上櫃,綠能環保,2001/05/14
5206,坤悅,TPEx,5206.TWO,ESVUFR,上櫃,建材營造業,2001/10/08
5209,新鼎,TPEx,5209.TWO,ESVUFR,上櫃,其他業,2002/02/25
5210,寶碩,TPEx,5210.TWO,ESVUFR,上櫃,資訊服務業,2002/04/25
5211,蒙恬,TPEx,5211.TWO,ESVUFR,上櫃,資訊服務業,2002/12/23
5212,凌網,TPEx,5212.TWO,ESVUFR,上櫃,資訊服務業,2003/03/24
5213,亞昕,TPEx,5213.TWO,ESVUFR,上櫃,建材營造業,2003/04/24
5220,萬達光電,TPEx,5220.TWO,ESVUFR,上櫃,光電業,2018/04/26
5223,安力-KY,TPEx,5223.TWO,ESVUFR,上櫃,電腦及週邊設備業,2018/07/02
5227,立凱-KY,TPEx,5227.TWO,ESVUFR,上櫃,電子零組件業,2013/12/09
5228,鈺鎧,TPEx,5228.TWO,ESVUFR,上櫃,電子零組件業,2022/05/20
5230,雷笛克光學,TPEx,5230.TWO,ESVUFR,上櫃,光電業,2012/06/05
5245,智晶,TPEx,5245.TWO,ESVUFR,上櫃,光電業,2015/05/25
5251,天鉞電,TPEx,5251.TWO,ESVUFR,上櫃,光電業,2012/11/26
5263,智崴,TPEx,5263.TWO,ESVUFR,上櫃,文化創意業,2012/12/18
5272,笙科,TPEx,5272.TWO,ESVUFR,上櫃,半導體業,2013/05/30
5274,信驊,TPEx,5274.TWO,ESVUFR,上櫃,半導體業,2013/04/30
5276,達輝-KY,TPEx,5276.TWO,ESVUFR,上櫃,其他業,2014/06/12
5278,尚凡*,TPEx,5278.TWO,ESVUFR,上櫃,數位雲端,2013/06/04
5287,數字,TPEx,5287.TWO,ESVUFR,上櫃,數位雲端,2014/01/20
5289,宜鼎,TPEx,5289.TWO,ESVUFR,上櫃,電腦及週邊設備業,2013/11/27
5291,邑昇,TPEx,5291.TWO,ESVUFR,上櫃,電子零組件業,2014/12/23
5299,杰力,TPEx,5299.TWO,ESVUFR,上櫃,半導體業,2018/01/23
5301,寶得利,TPEx,5301.TWO,ESVUFR,上櫃,觀光餐旅,1990/06/25
5302,太欣,TPEx,5302.TWO,ESVUFR,上櫃,半導體業,1991/01/17
5309,系統電,TPEx,5309.TWO,ESVUFR,上櫃,電子零組件業,1996/03/18
5310,天剛,TPEx,5310.TWO,ESVUFR,上櫃,資訊服務業,1996/04/09
5312,寶島科,TPEx,5312.TWO,ESVUFR,上櫃,生技醫療業,1996/05/25
5314,世紀*,TPEx,5314.TWO,ESVUFR,上櫃,其他業,1996/09/16
5315,光聯,TPEx,5315.TWO,ESVUFR,上櫃,光電業,1996/11/02
5321,美而快,TPEx,5321.TWO,ESVUFR,上櫃,數位雲端,1996/12/30
5324,士開,TPEx,5324.TWO,ESVUFR,上櫃,建材營造業,1997/01/30
5328,華容,TPEx,5328.TWO,ESVUFR,上櫃,電子零組件業,1997/08/28
5340,建榮,TPEx,5340.TWO,ESVUFR,上櫃,電子零組件業,1998/01/20
5344,立衛,TPEx,5344.TWO,ESVUFR,上櫃,半導體業,1998/03/23
5345,馥鴻,TPEx,5345.TWO,ESVUFR,上櫃,其他業,1998/03/23
5347,世界,TPEx,5347.TWO,ESVUFR,上櫃,半導體業,1998/03/25
5348,正能量智能,TPEx,5348.TWO,ESVUFR,上櫃,運動休閒,2025/06/02
5351,鈺創,TPEx,5351.TWO,ESVUFR,上櫃,半導體業,1998/05/15
5353,台林,TPEx,5353.TWO,ESVUFR,上櫃,通信網路業,1998/05/18
5355,佳總,TPEx,5355.TWO,ESVUFR,上櫃,電子零組件業,1998/06/23
5356,協益,TPEx,5356.TWO,ESVUFR,上櫃,電腦及週邊設備業,1998/07/20
5364,力麗店,TPEx,5364.TWO,ESVUFR,上櫃,觀光餐旅,2013/08/26
5381,光譜,TPEx,5381.TWO,ESVUFR,上櫃,電機機械,2026/06/01
5386,青雲,TPEx,5386.TWO,ESVUFR,上櫃,電腦及週邊設備業,1999/05/13
5392,能率,TPEx,5392.TWO,ESVUFR,上櫃,光電業,1999/06/14
5398,慕康生醫,TPEx,5398.TWO,ESVUFR,上櫃,其他業,1999/10/11
5403,中菲,TPEx,5403.TWO,ESVUFR,上櫃,資訊服務業,1999/10/15
5410,國眾,TPEx,5410.TWO,ESVUFR,上櫃,資訊服務業,1999/11/26
5425,台半,TPEx,5425.TWO,ESVUFR,上櫃,半導體業,2000/02/21
5426,振發,TPEx,5426.TWO,ESVUFR,上櫃,電腦及週邊設備業,2000/02/09
5432,新門,TPEx,5432.TWO,ESVUFR,上櫃,綠能環保,2000/03/21
5438,東友,TPEx,5438.TWO,ESVUFR,上櫃,電腦及週邊設備業,2000/06/17
5439,高技,TPEx,5439.TWO,ESVUFR,上櫃,電子零組件業,2000/06/26
5443,均豪,TPEx,5443.TWO,ESVUFR,上櫃,半導體業,1998/02/09
5450,南良,TPEx,5450.TWO,ESVUFR,上櫃,其他業,2020/06/01
5452,佶優,TPEx,5452.TWO,ESVUFR,上櫃,其他電子業,2000/10/02
5455,昇益,TPEx,5455.TWO,ESVUFR,上櫃,建材營造業,2000/10/19
5457,宣德,TPEx,5457.TWO,ESVUFR,上櫃,電子零組件業,2000/09/29
5460,同協,TPEx,5460.TWO,ESVUFR,上櫃,電子零組件業,2000/09/28
5464,霖宏,TPEx,5464.TWO,ESVUFR,上櫃,電子零組件業,2000/11/08
5465,富驊,TPEx,5465.TWO,ESVUFR,上櫃,電腦及週邊設備業,2000/11/08
5468,凱鈺,TPEx,5468.TWO,ESVUFR,上櫃,半導體業,2001/01/17
5474,聰泰,TPEx,5474.TWO,ESVUFR,上櫃,電腦及週邊設備業,2001/03/20
5475,德宏,TPEx,5475.TWO,ESVUFR,上櫃,電子零組件業,2001/01/16
5478,智冠,TPEx,5478.TWO,ESVUFR,上櫃,文化創意業,2001/03/29
5481,新華,TPEx,5481.TWO,ESVUFR,上櫃,其他業,2020/06/01
5483,中美晶,TPEx,5483.TWO,ESVUFR,上櫃,半導體業,2001/03/02
5487,通泰,TPEx,5487.TWO,ESVUFR,上櫃,半導體業,2001/02/20
5488,松普,TPEx,5488.TWO,ESVUFR,上櫃,電子零組件業,2001/03/12
5489,彩富,TPEx,5489.TWO,ESVUFR,上櫃,其他電子業,2001/03/12
5490,同亨,TPEx,5490.TWO,ESVUFR,上櫃,電腦及週邊設備業,2001/05/14
5493,三聯,TPEx,5493.TWO,ESVUFR,上櫃,其他電子業,2001/05/03
5498,凱崴,TPEx,5498.TWO,ESVUFR,上櫃,電子零組件業,2001/03/29
5508,永信建,TPEx,5508.TWO,ESVUFR,上櫃,建材營造業,1998/05/13
5511,德昌,TPEx,5511.TWO,ESVUFR,上櫃,建材營造業,1998/12/09
5512,力麒,TPEx,5512.TWO,ESVUFR,上櫃,建材營造業,1998/12/04
5514,三豐,TPEx,5514.TWO,ESVUFR,上櫃,建材營造業,1998/12/29
5516,雙喜,TPEx,5516.TWO,ESVUFR,上櫃,建材營造業,1999/03/23
5520,力泰,TPEx,5520.TWO,ESVUFR,上櫃,建材營造業,1999/10/27
5523,豐謙,TPEx,5523.TWO,ESVUFR,上櫃,建材營造業,1999/12/27
5529,鉅陞,TPEx,5529.TWO,ESVUFR,上櫃,建材營造業,1996/01/12
5530,龍巖,TPEx,5530.TWO,ESVUFR,上櫃,其他業,2000/10/04
5536,聖暉*,TPEx,5536.TWO,ESVUFR,上櫃,其他電子業,2010/11/10
5543,桓鼎-KY,TPEx,5543.TWO,ESVUFR,上櫃,建材營造業,2016/05/09
5547,久舜,TPEx,5547.TWO,ESVUFR,上櫃,建材營造業,2026/02/03
5548,安倉,TPEx,5548.TWO,ESVUFR,上櫃,建材營造業,2024/03/18
5601,台聯櫃,TPEx,5601.TWO,ESVUFR,上櫃,航運業,1994/11/24
5603,陸海,TPEx,5603.TWO,ESVUFR,上櫃,航運業,1997/01/25
5604,中連,TPEx,5604.TWO,ESVUFR,上櫃,其他業,1997/05/22
5609,中菲行,TPEx,5609.TWO,ESVUFR,上櫃,航運業,2001/10/15
5701,劍湖山,TPEx,5701.TWO,ESVUFR,上櫃,觀光餐旅,1998/03/12
5703,亞都,TPEx,5703.TWO,ESVUFR,上櫃,觀光餐旅,1999/06/15
5704,老爺知,TPEx,5704.TWO,ESVUFR,上櫃,觀光餐旅,1999/12/21
5864,致和證,TPEx,5864.TWO,ESVUFR,上櫃,金融保險業,2018/04/02
5878,台名,TPEx,5878.TWO,ESVUFR,上櫃,金融保險業,2014/10/28
5902,德記,TPEx,5902.TWO,ESVUFR,上櫃,居家生活,1998/02/07
5903,全家,TPEx,5903.TWO,ESVUFR,上櫃,居家生活,2002/02/25
5904,寶雅*,TPEx,5904.TWO,ESVUFR,上櫃,居家生活,2002/09/06
5905,南仁湖,TPEx,5905.TWO,ESVUFR,上櫃,觀光餐旅,2003/06/17
6015,宏遠證,TPEx,6015.TWO,ESVUFR,上櫃,金融保險業,1996/07/25
6016,康和證,TPEx,6016.TWO,ESVUFR,上櫃,金融保險業,1996/12/04
6020,大展證,TPEx,6020.TWO,ESVUFR,上櫃,金融保險業,2003/01/23
6021,美好證,TPEx,6021.TWO,ESVUFR,上櫃,金融保險業,2003/04/21
6023,元大期,TPEx,6023.TWO,ESVUFR,上櫃,金融保險業,2007/11/28
6026,福邦證,TPEx,6026.TWO,ESVUFR,上櫃,金融保險業,2016/01/27
6028,公勝保經,TPEx,6028.TWO,ESVUFR,上櫃,金融保險業,2026/03/30
6101,寬魚國際,TPEx,6101.TWO,ESVUFR,上櫃,文化創意業,2001/03/29
6103,合邦,TPEx,6103.TWO,ESVUFR,上櫃,半導體業,2001/05/07
6104,創惟,TPEx,6104.TWO,ESVUFR,上櫃,半導體業,2001/05/22
6109,亞元,TPEx,6109.TWO,ESVUFR,上櫃,通信網路業,2001/07/26
6111,光聚晶電,TPEx,6111.TWO,ESVUFR,上櫃,文化創意業,2026/03/12
6113,亞矽,TPEx,6113.TWO,ESVUFR,上櫃,電子通路業,2001/08/10
6114,久威,TPEx,6114.TWO,ESVUFR,上櫃,電子零組件業,2001/09/27
6118,建達,TPEx,6118.TWO,ESVUFR,上櫃,電子通路業,2001/10/25
6121,新普,TPEx,6121.TWO,ESVUFR,上櫃,電腦及週邊設備業,2001/11/27
6122,擎邦,TPEx,6122.TWO,ESVUFR,上櫃,電機機械,2000/07/14
6123,上奇,TPEx,6123.TWO,ESVUFR,上櫃,資訊服務業,2002/01/23
